Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1324409,,2907,104 STREET NW,Y,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,351000,53.460372682150165,-113.49515983825495,POINT (-113.49515983825495 53.460372682150165),100,,,RESIDENTIAL,,
1271857,305,14903,92 AVENUE NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,104500,53.52640129948485,-113.5785210831569,POINT (-113.5785210831569 53.52640129948485),100,,,RESIDENTIAL,,
1223031,,1620,147 AVENUE NW,N,2311,GORMAN,Dene Ward,2000,53.62114722529914,-113.37481153956995,POINT (-113.37481153956995 53.62114722529914),100,,,FARMLAND,,
1119833,,22403,113 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,1014000,53.561437380360715,-113.70337401626865,POINT (-113.70337401626865 53.561437380360715),100,,,COMMERCIAL,,
1327923,,16407,97 AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,327000,53.5346116492422,-113.60401035108917,POINT (-113.60401035108917 53.5346116492422),100,,,RESIDENTIAL,,
1016377,,10424,14 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,417500,53.44495939217984,-113.49567372123344,POINT (-113.49567372123344 53.44495939217984),100,,,RESIDENTIAL,,
1180959,,18924,78 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,353000,53.511271533692316,-113.6498638797564,POINT (-113.6498638797564 53.511271533692316),100,,,RESIDENTIAL,,
1014521,,10403,14 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,537500,53.444504351899845,-113.4940779026482,POINT (-113.4940779026482 53.444504351899845),100,,,RESIDENTIAL,,
1295112,606,12225,STONY PLAIN ROAD NW,N,1150,OLIVER,O-day'min Ward,116500,53.54632952208474,-113.53362754335504,POINT (-113.53362754335504 53.54632952208474),100,,,RESIDENTIAL,,
1156413,311,17820,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,103500,53.53394321016487,-113.62989686412874,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1048735,,7011,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,362500,53.61504087382873,-113.44732265437355,POINT (-113.44732265437355 53.61504087382873),100,,,RESIDENTIAL,,
1060912,,18066,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,177500,53.53067073274137,-113.63578507800712,POINT (-113.63578507800712 53.53067073274137),100,,,RESIDENTIAL,,
1194315,,16006,87 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,275000,53.51983159176475,-113.59836947371441,POINT (-113.59836947371441 53.51983159176475),100,,,RESIDENTIAL,,
1084714,205,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,101500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1194760,,15913,88A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,346500,53.52171857086341,-113.59656511879636,POINT (-113.59656511879636 53.52171857086341),100,,,RESIDENTIAL,,
1242064,,3607,30 AVENUE NW,N,6030,BISSET,Sspomitapi Ward,169000,53.460160008764255,-113.39657123542104,POINT (-113.39657123542104 53.460160008764255),100,,,RESIDENTIAL,,
1312727,,8219,DAVIES ROAD NW,N,6170,DAVIES INDUSTRIAL WEST,Métis Ward,377500,53.49557937494304,-113.44954281983,POINT (-113.44954281983 53.49557937494304),100,,,COMMERCIAL,,
1310028,,10103,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,208500,53.61879064397748,-113.49830002095884,POINT (-113.49830002095884 53.61879064397748),100,,,RESIDENTIAL,,
1305945,29,4610,17 AVENUE NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,161500,53.44696806807368,-113.4082223839857,POINT (-113.4082223839857 53.44696806807368),100,,,RESIDENTIAL,,
1357839,,9924,158 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,319500,53.538204603759795,-113.5943149357038,POINT (-113.5943149357038 53.538204603759795),100,,,RESIDENTIAL,,
1267897,,9031,152 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,476000,53.52407898152926,-113.58281716195926,POINT (-113.58281716195926 53.52407898152926),100,,,RESIDENTIAL,,
1017706,,20,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,840000,53.50556589590749,-113.60172995683055,POINT (-113.60172995683055 53.50556589590749),100,,,RESIDENTIAL,,
1025758,6,12725,81 STREET NW,N,2020,BALWIN,tastawiyiniwak Ward,62500,53.58543065508136,-113.46503788755483,POINT (-113.46503788755483 53.58543065508136),100,,,RESIDENTIAL,,
1201631,,15606,92 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,327500,53.526935465096344,-113.59162153049272,POINT (-113.59162153049272 53.526935465096344),100,,,RESIDENTIAL,,
1306687,,9931,150 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,360500,53.53869906809611,-113.57928429507274,POINT (-113.57928429507274 53.53869906809611),100,,,RESIDENTIAL,,
1061464,,17024,100 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,159500,53.63202132015027,-113.49740083213516,POINT (-113.49740083213516 53.63202132015027),100,,,RESIDENTIAL,,
1299007,,268,LAGO LINDO CRESCENT NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,377500,53.63080332384374,-113.49077417294518,POINT (-113.49077417294518 53.63080332384374),100,,,RESIDENTIAL,,
1215581,14,1503,MILL WOODS ROAD EAST NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,140000,53.44341912235957,-113.40261040440224,POINT (-113.40261040440224 53.44341912235957),100,,,RESIDENTIAL,,
1292390,302,17107,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,89500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1210046,,18317,72 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,317000,53.50579666259044,-113.63984669366178,POINT (-113.63984669366178 53.50579666259044),100,,,RESIDENTIAL,,
1355510,201,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,51000,53.60308934454517,-113.38287756965815,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1275593,,9528,155 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,275500,53.53233773833388,-113.58905677176215,POINT (-113.58905677176215 53.53233773833388),100,,,RESIDENTIAL,,
1292861,,15407,104 AVENUE NW,Y,4090,CANORA,Nakota Isga Ward,213000,53.546245231439684,-113.58732046914554,POINT (-113.58732046914554 53.546245231439684),100,,,RESIDENTIAL,,
1085729,1703,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,84500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1103068,,7604,149 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,941000,53.50929997111969,-113.57849000376541,POINT (-113.57849000376541 53.50929997111969),100,,,RESIDENTIAL,,
1132034,,14733,25 STREET NW,N,2280,FRASER,Dene Ward,146000,53.610727203086036,-113.37647466713244,POINT (-113.37647466713244 53.610727203086036),100,,,RESIDENTIAL,,
1356633,,15611,100A AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,244500,53.53998075948578,-113.59097693048571,POINT (-113.59097693048571 53.53998075948578),100,,,RESIDENTIAL,,
1240704,3,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,152500,53.45276524663606,-113.53139026263788,POINT (-113.53139026263788 53.45276524663606),100,,,RESIDENTIAL,,
1076066,103,9333,50 STREET NW,N,6180,EASTGATE BUSINESS PARK,Métis Ward,373000,53.53143231618712,-113.41728454007942,POINT (-113.41728454007942 53.53143231618712),100,,,COMMERCIAL,,
1056779,,3810,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,321000,53.47710502598598,-113.40043479712214,POINT (-113.40043479712214 53.47710502598598),100,,,RESIDENTIAL,,
1317288,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1178631,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1102813,,21903,18 STREET NW,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,50500,53.68316973498326,-113.36274531027128,POINT (-113.36274531027128 53.68316973498326),100,,,FARMLAND,,
1053610,,3514,41B AVENUE NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,271500,53.47821032098702,-113.3950390553476,POINT (-113.3950390553476 53.47821032098702),100,,,RESIDENTIAL,,
1246362,203,1620,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,66500,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1110881,,19311,87 AVENUE NW,N,4011,ANTHONY HENDAY,Nakota Isga Ward,165000,53.516082283377244,-113.65661824501983,POINT (-113.65661824501983 53.516082283377244),100,,,RESIDENTIAL,,
1180223,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1291269,19,9428,149 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,57500,53.53067640218667,-113.57851215939672,POINT (-113.57851215939672 53.53067640218667),100,,,RESIDENTIAL,,
1274380,,9735,156 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,1230000,53.53567670316829,-113.58980092078536,POINT (-113.58980092078536 53.53567670316829),100,,,OTHER RESIDENTIAL,,
1180454,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1025865,9,12715,81 STREET NW,N,2020,BALWIN,tastawiyiniwak Ward,50000,53.58543065508136,-113.46503788755483,POINT (-113.46503788755483 53.58543065508136),100,,,RESIDENTIAL,,
1297704,804,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,76000,53.58718248293548,-113.4408550973522,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1001429,,2005,184 STREET NW,N,4469,RIVER'S EDGE,sipiwiyiniwak Ward,27500,53.45307694061888,-113.62663469451385,POINT (-113.62663469451385 53.45307694061888),100,,,COMMERCIAL,,
1035591,,10859,21 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,296500,53.452242535139185,-113.50825188000134,POINT (-113.50825188000134 53.452242535139185),100,,,RESIDENTIAL,,
1322015,,9645,158 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,261500,53.534476217476936,-113.59333601933263,POINT (-113.59333601933263 53.534476217476936),100,,,RESIDENTIAL,,
1028620,64,10453,20 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,182500,53.44972172727261,-113.49848762659067,POINT (-113.49848762659067 53.44972172727261),100,,,RESIDENTIAL,,
1314269,1208,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,134000,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1044858,,14934,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,245500,53.48023370488944,-113.57949971146672,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1324086,,9526,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,303500,53.53248068206197,-113.59256771043233,POINT (-113.59256771043233 53.53248068206197),100,,,RESIDENTIAL,,
1242106,,16614,93A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,332500,53.53008758660348,-113.61035675524933,POINT (-113.61035675524933 53.53008758660348),100,,,RESIDENTIAL,,
1061571,,17046,100 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,171500,53.63202132015027,-113.49740083213516,POINT (-113.49740083213516 53.63202132015027),100,,,RESIDENTIAL,,
1088178,13,13833,30 STREET NW,N,2320,HAIRSINE,Dene Ward,162500,53.60190206576207,-113.38760910168453,POINT (-113.38760910168453 53.60190206576207),100,,,RESIDENTIAL,,
1197862,86,7604,29 AVENUE NW,N,6340,KAMEYOSEK,Karhiio Ward,179500,53.46092193427104,-113.44706203350451,POINT (-113.44706203350451 53.46092193427104),100,,,RESIDENTIAL,,
1082387,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1074624,,803,77 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,1968500,53.51344676435729,-113.35722035137726,POINT (-113.35722035137726 53.51344676435729),100,,,COMMERCIAL,,
1284108,101,9816,112 STREET NW,N,1150,OLIVER,O-day'min Ward,97000,53.53612037305204,-113.51449232375236,POINT (-113.51449232375236 53.53612037305204),100,,,RESIDENTIAL,,
1296524,202,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,56500,53.58718248293548,-113.4408550973522,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1076934,,3111,120 AVENUE NE,N,2160,CLOVER BAR AREA,Dene Ward,767000,53.57259484712986,-113.29943076207594,POINT (-113.29943076207594 53.57259484712986),100,,,COMMERCIAL,,
1276518,,39,CASTLE KEEP NW,Y,3040,BEAUMARIS,tastawiyiniwak Ward,447000,53.61776546994848,-113.51014345495935,POINT (-113.51014345495935 53.61776546994848),100,,,RESIDENTIAL,,
1240472,104,8527,82 AVENUE NW,N,6360,KING EDWARD PARK,Métis Ward,117000,53.517691480277385,-113.45968791913303,POINT (-113.45968791913303 53.517691480277385),100,,,RESIDENTIAL,,
1257427,,8936,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,351500,53.522421149973354,-113.58555604430539,POINT (-113.58555604430539 53.522421149973354),100,,,RESIDENTIAL,,
1197201,21,7604,29 AVENUE NW,N,6340,KAMEYOSEK,Karhiio Ward,152000,53.46092193427104,-113.44706203350451,POINT (-113.44706203350451 53.46092193427104),100,,,RESIDENTIAL,,
1315639,1802,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,201000,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1295807,15,10205,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,174500,53.61879817678316,-113.5000048591404,POINT (-113.5000048591404 53.61879817678316),100,,,RESIDENTIAL,,
1132091,,14769,25 STREET NW,N,2280,FRASER,Dene Ward,142000,53.610727203086036,-113.37647466713244,POINT (-113.37647466713244 53.610727203086036),100,,,RESIDENTIAL,,
1200369,,18703,57 AVENUE NW,Y,4220,JAMIESON PLACE,sipiwiyiniwak Ward,308500,53.493084367235745,-113.64642418482526,POINT (-113.64642418482526 53.493084367235745),100,,,RESIDENTIAL,,
1016740,,592,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,649500,53.507312464746704,-113.60173153486399,POINT (-113.60173153486399 53.507312464746704),100,,,RESIDENTIAL,,
1225374,,1923,108 STREET NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,362500,53.45066781129688,-113.50659395260688,POINT (-113.50659395260688 53.45066781129688),100,,,RESIDENTIAL,,
1218304,,20111,107 AVENUE NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,329500,53.55059430273943,-113.66934604409903,POINT (-113.66934604409903 53.55059430273943),100,,,COMMERCIAL,,
1297522,705,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,62000,53.58718248293548,-113.4408550973522,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1029735,50,2020,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,196000,53.451585517908704,-113.50248090236477,POINT (-113.50248090236477 53.451585517908704),100,,,RESIDENTIAL,,
1069491,,10908,5 AVENUE SW,Y,5451,RICHFORD,Ipiihkoohkanipiaohtsi Ward,861500,53.42871137038758,-113.51051986408164,POINT (-113.51051986408164 53.42871137038758),100,,,RESIDENTIAL,,
1257500,,133,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,158000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1024454,,18443,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,152000,53.50027617582434,-113.6410512830344,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1355734,,9941,158 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,461500,53.53872837390713,-113.5933307608228,POINT (-113.5933307608228 53.53872837390713),100,,,RESIDENTIAL,,
1287317,1405,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,78500,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1283324,177,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,120000,53.457748444411344,-113.45252934111195,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1093400,,501,HEGLER CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,924000,53.46544964968698,-113.60165442212967,POINT (-113.60165442212967 53.46544964968698),100,,,RESIDENTIAL,,
1260025,,203,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,158000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1046895,,7519,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,368500,53.61503696862216,-113.45809086182426,POINT (-113.45809086182426 53.61503696862216),100,,,RESIDENTIAL,,
1251180,,8716,155 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,276500,53.520303062525954,-113.5890687617641,POINT (-113.5890687617641 53.520303062525954),100,,,COMMERCIAL,,
1050277,,3820,144 AVENUE NW,N,2430,KIRKNESS,Dene Ward,70500,53.61028791202676,-113.39751932534713,POINT (-113.39751932534713 53.61028791202676),100,,,COMMERCIAL,,
1236819,,9223,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,338000,53.52839058731948,-113.6126408388141,POINT (-113.6126408388141 53.52839058731948),100,,,RESIDENTIAL,,
1085554,1407,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,118500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1188788,,4341,RIVERBEND ROAD NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,242500,53.48068144909791,-113.57916171821273,POINT (-113.57916171821273 53.48068144909791),100,,,RESIDENTIAL,,
1080803,,18427,95A AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,334000,53.530162826974795,-113.64218455149371,POINT (-113.64218455149371 53.530162826974795),100,,,RESIDENTIAL,,
1199124,,18655,61 AVENUE NW,Y,4220,JAMIESON PLACE,sipiwiyiniwak Ward,313500,53.494694388078365,-113.64670769549917,POINT (-113.64670769549917 53.494694388078365),100,,,RESIDENTIAL,,
1354901,105,2604,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,67000,53.60308934454517,-113.38287756965815,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1279538,,9406,155 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,287500,53.530137650780894,-113.58906028498453,POINT (-113.58906028498453 53.530137650780894),100,,,RESIDENTIAL,,
1131861,,14743,25 STREET NW,N,2280,FRASER,Dene Ward,137500,53.610727203086036,-113.37647466713244,POINT (-113.37647466713244 53.610727203086036),100,,,RESIDENTIAL,,
1152313,,16101,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,335000,53.51749521722598,-113.59989584566192,POINT (-113.59989584566192 53.51749521722598),100,,,RESIDENTIAL,,
1058338,,435,KIRKPATRICK CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,273000,53.48034420541779,-113.40342227864839,POINT (-113.40342227864839 53.48034420541779),100,,,RESIDENTIAL,,
1206960,,16006,93A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,368000,53.52934970509182,-113.5979710455648,POINT (-113.5979710455648 53.52934970509182),100,,,RESIDENTIAL,,
1122118,305,11324,97 STREET NW,N,1230,SPRUCE AVENUE,O-day'min Ward,82500,53.56338272438405,-113.49238794264247,POINT (-113.49238794264247 53.56338272438405),100,,,RESIDENTIAL,,
1314160,1101,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,128500,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1248558,,11515,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,500,53.53849254384858,-113.52038520128292,POINT (-113.52038520128292 53.53849254384858),100,,,COMMERCIAL,,
1169721,103,16725,106 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,162000,53.629811530844286,-113.50471561488737,POINT (-113.50471561488737 53.629811530844286),100,,,RESIDENTIAL,,
1028273,32,10453,20 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,182500,53.44972172727261,-113.49848762659067,POINT (-113.49848762659067 53.44972172727261),100,,,RESIDENTIAL,,
1180801,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1141985,,7103,187A STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,465500,53.50436377631308,-113.64664578450045,POINT (-113.64664578450045 53.50436377631308),100,,,RESIDENTIAL,,
1265263,P141,14808,26 STREET NW,N,2280,FRASER,Dene Ward,4500,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1116623,,7715,154A STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,589000,53.51097040376328,-113.58684282122563,POINT (-113.58684282122563 53.51097040376328),100,,,RESIDENTIAL,,
1248004,13,3111,142 AVENUE NW,N,2320,HAIRSINE,Dene Ward,133500,53.60579806740863,-113.3888382362595,POINT (-113.3888382362595 53.60579806740863),100,,,RESIDENTIAL,,
1067586,,3521,66 STREET SW,N,6667,MATTSON,Karhiio Ward,124500,53.401844400453854,-113.43823997352601,POINT (-113.43823997352601 53.401844400453854),89,11,,RESIDENTIAL,FARMLAND,
1258797,101,3403,18 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,81500,53.44743961052835,-113.39457660204833,POINT (-113.39457660204833 53.44743961052835),100,,,RESIDENTIAL,,
1223635,,12523,60 STREET NW,N,2360,INDUSTRIAL HEIGHTS,Métis Ward,2111000,53.58186841184944,-113.43293089418893,POINT (-113.43293089418893 53.58186841184944),100,,,COMMERCIAL,,
1319706,,9831,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,331500,53.53718486568737,-113.59157618236897,POINT (-113.59157618236897 53.53718486568737),100,,,RESIDENTIAL,,
1053073,,4130,36 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,326500,53.4778819120897,-113.39612743242435,POINT (-113.39612743242435 53.4778819120897),100,,,RESIDENTIAL,,
1086693,1205,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,117500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1027606,70,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,156000,53.451763204171534,-113.40079628987434,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1108463,,15401,76 AVENUE NW,N,4430,RIO TERRACE,sipiwiyiniwak Ward,426500,53.50789075785804,-113.58551381017517,POINT (-113.58551381017517 53.50789075785804),100,,,RESIDENTIAL,,
1128594,,15206,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,390500,53.51629758135155,-113.5827373732526,POINT (-113.5827373732526 53.51629758135155),100,,,RESIDENTIAL,,
1222843,,6207,90 AVENUE NW,N,6350,KENILWORTH,Métis Ward,271000,53.524192995646864,-113.42767677352548,POINT (-113.42767677352548 53.524192995646864),100,,,RESIDENTIAL,,
1106988,,15404,128 AVENUE NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,2727500,53.585489386124266,-113.5872272649192,POINT (-113.5872272649192 53.585489386124266),100,,,COMMERCIAL,,
1274570,,3515,41A AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,306000,53.476942148638734,-113.39558598129008,POINT (-113.39558598129008 53.476942148638734),100,,,RESIDENTIAL,,
1278969,,9406,153 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,229500,53.530271666765216,-113.58554961643034,POINT (-113.58554961643034 53.530271666765216),100,,,RESIDENTIAL,,
1062496,707,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,114500,53.542637347578406,-113.51709427725768,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1283795,,18612,74 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,340500,53.50839896752798,-113.64568485472455,POINT (-113.64568485472455 53.50839896752798),100,,,RESIDENTIAL,,
1060144,14,1415,62 STREET NW,N,6670,SAKAW,Karhiio Ward,140000,53.44375019658075,-113.43118122134344,POINT (-113.43118122134344 53.44375019658075),100,,,RESIDENTIAL,,
1161033,,19008,86A AVENUE NW,N,4020,ALDERGROVE,Nakota Isga Ward,320500,53.52096041397175,-113.6506609218494,POINT (-113.6506609218494 53.52096041397175),100,,,RESIDENTIAL,,
1049352,,14532,34 STREET NW,Y,2430,KIRKNESS,Dene Ward,362500,53.609217267812106,-113.39395751176123,POINT (-113.39395751176123 53.609217267812106),100,,,RESIDENTIAL,,
1290725,304,17127,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1009281,,193,RHATIGAN ROAD WEST NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,491000,53.47696736548281,-113.58495270545335,POINT (-113.58495270545335 53.47696736548281),100,,,RESIDENTIAL,,
1144252,,8111,159 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,343000,53.51617444506392,-113.59618437434744,POINT (-113.59618437434744 53.51617444506392),100,,,RESIDENTIAL,,
1276989,,9221,156 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,1204500,53.5271555667072,-113.58980438123876,POINT (-113.58980438123876 53.5271555667072),100,,,COMMERCIAL,,
1091115,,14628,54 STREET NW,N,2130,CASSELMAN,Dene Ward,138000,53.609770050225286,-113.4227674575067,POINT (-113.4227674575067 53.609770050225286),100,,,RESIDENTIAL,,
1155142,64,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,200000,53.463969140466915,-113.53755902168045,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
